name_ar,name_en,sector,region,classification,matched_pattern,confidence,website
شركة نادي الاتحاد السعودي,Al-Ittihad Club,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://ittihadclub.sa
شركة نادي الأهلي السعودي,Al-Ahli Saudi Club,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://alahliclub.sa
شركة بيلبورد عربية,Billboard Arabia,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://billboardarabia.com
منصة تيكت ميكس,Ticketmx,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://ticketmx.com
منصة وي بوك,Webook,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://webook.com
أندية بودي ماسترز,Body Masters,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://bodymastersksa.com
بيورجيم العربية,PureGym Arabia,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://ksa.puregymarabia.com
الشركة السعودية لمشاريع الطاقة البديلة - بديل,Badeel,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://badeel.com.sa
الشركة السعودية لشراء الطاقة,SPPC,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://sppc.sa
الشركة الوطنية لنقل الكهرباء,National Grid SA,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.nationalgridsa.com
شركة طاقة للتصنيع وخدمات الطاقة,TAQA,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://www.taqa.com.sa
شركة مياهنا للحلول البيئية,Miahona,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://miahona.com
شركة السويدي إليكتريك السعودية,Elsewedy Electric KSA,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://elsewedyelectric.com/saudi-arabia
شركة شنايدر إلكتريك السعودية,Schneider Electric KSA,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.se.com/sa
عبد اللطيف جميل للطاقة والبيئة,ALJ Energy,الطاقة والمرافق والمياه,منطقة مكة المكرمة,private,default,low,https://alj.com/en/energy-and-environmental-services
شركة إنجي السعودية,ENGIE Saudi Arabia,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.engie-saudiarabia.com
شركة فيوليا السعودية,Veolia Saudi Arabia,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.veolia.com/middleeast
شركة غاز الشرق,East Gas,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://eastgas.com.sa
شركة نسما للبنية التحتية والتكنولوجيا,Nesma Infrastructure,التشييد والهندسة والبنية التحتية,المنطقة الشرقية,private,default,low,https://www.nesma-it.com
الشركة الوطنية للمياه والبيئة,NWE,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.nwe.com.sa
شركة تكنولوجيا المياه المتقدمة,AWTC,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://awtc.com.sa
الشركة السعودية للخدمات الكهربائية,SESCO,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.sescoksa.net/
شركة البوصلة الذهبية لخدمات التعدين,Golden Compass Mining,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.gcmgc.net/
شركة كوميدات السعودية المحدودة للتعدين,Saudi Comedat SCCL,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.saudicomedat.com
شركة ثروات للتعدين,Tharwat Mining,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.tharwatmining.com
شركة عجلان وإخوانه للتعدين,Ajlan & Bros Mining,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://ajlanbros.com
شركة معدنية - الوطنية لتصنيع وسبك المعادن,Maadaniyah,التعدين والمعادن والمواد,المنطقة الشرقية,private,private_override:معدنية,high,https://www.maadaniyah.com
شركة اليمامة للصناعات الحديدية,Al Yamamah Steel,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.yamsteel.com
شركة الأنابيب العربية,Arabian Pipes Company,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.arabianpipes.com
شركة جاسكو - الجبيل لخدمات الطاقة,JESCO,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://www.jesco.com.sa
الشركة العالمية للأنابيب,Global Pipe Company - GPC,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://www.gpc.com.sa
شركة القحطاني لتغليف الأنابيب,Al-Qahtani Pipe Coating,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://www.aqpci.com
شركة أسلاك - اتحاد مصانع الأسلاك,Aslak,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.unitedwires.com.sa
شركة ويلسبون الشرق الأوسط للأنابيب,Welspun Middle East Pipes,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://www.welspun.com
ساندفيك السعودية لتقنيات التعدين,Sandvik Saudi Arabia,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://www.rocktechnology.sandvik/en
إيبيورك السعودية للمعدات التعدينية,Epiroc Saudi Arabia,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://www.epiroc.com/en-sa
شركة أم القرى للتنمية والإعمار,Umm Al Qura - Masar,العقار والتطوير الحضري,منطقة مكة المكرمة,private,default,low,https://ummalqura.com.sa
مؤسسة حديقة الملك سلمان,King Salman Park Foundation,القطاع الحكومي والعام,منطقة الرياض,private,default,low,https://kingsalmanpark.sa
مؤسسة المسار الرياضي,Sports Boulevard Foundation,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://sportsboulevard.sa
مدينة المعرفة الاقتصادية,Knowledge Economic City - KEC,الدفاع والطيران والفضاء,منطقة المدينة المنورة,private,default,low,https://www.madinahkec.com
إعمار المدينة الاقتصادية - مدينة الملك عبدالله,KAEC,الدفاع والطيران والفضاء,منطقة مكة المكرمة,private,default,low,https://www.kaec.net
شركة الرياض للتعمير,ARDCO,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://riyadh.dev/en/
شركة مكة للإنشاء والتعمير,Makkah Construction & Development,العقار والتطوير الحضري,منطقة مكة المكرمة,private,default,low,https://mcdc.com.sa
الشركة السعودية لإعادة التمويل العقاري,SRC,الخدمات المالية,منطقة الرياض,private,default,low,https://srt.com.sa
